,Unnamed: 0,pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_dens,st_teff,st_mass,st_rad,pl_cbflag,pl_eqt,pl_rade,pl_trandur,pl_ratdor,st_lum,st_dens,st_age,st_umbj,pl_kepflag,pl_k2flag,st_dist,st_optmag,pl_facility,pl_disc,pl_locale,pl_telescope,pl_instrument,pl_mnum,pl_pelink
450,450,MOA-2007-BLG-192L,b,MOA-2007-BLG-192L b,1,,0.62,,0.01,,,0.06,,0,,,,,,,,,0,0,1000.0,,MOA,2008,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-2007-blg-192l_b/
451,451,OGLE-2012-BLG-0026L,b,OGLE-2012-BLG-0026L b,2,,4.0,,0.145,,,1.06,,0,,,,,,,5.0,,0,0,4019.0,,OGLE,2012,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2012-blg-0026l_b/
452,452,OGLE-2012-BLG-0026L,c,OGLE-2012-BLG-0026L c,2,,4.8,,0.86,,,1.06,,0,,,,,,,5.0,,0,0,4019.0,,OGLE,2012,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2012-blg-0026l_c/
453,453,OGLE-2011-BLG-0251L,b,OGLE-2011-BLG-0251L b,1,,2.72,,0.53,,,0.26,,0,,,,,,,,,0,0,2570.0,,OGLE,2012,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2011-blg-0251l_b/
454,454,HD 145377,b,HD 145377 b,1,103.95,0.45,0.31,6.02,,6014.0,1.2,1.05,0,,,,,,,,,0,0,53.57,8.095,La Silla Observatory,2008,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_145377_b/
455,455,HATS-41,b,HATS-41 b,1,4.193649,0.0583,0.38,9.7,5.1,6424.0,1.5,1.71,0,1710.0,14.908,0.0915,7.31,0.653,0.42,1.34,,0,0,800.0,12.681,HATSouth,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-41_b/
456,456,HD 192310,b,HD 192310 b,2,74.72,0.32,0.13,0.0532,,5166.0,0.8,,0,355.0,,,,-0.415,,7.81,0.64,0,0,8.8,5.73,La Silla Observatory,2011,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_785_b/
457,457,HD 192310,c,HD 192310 c,2,525.8,1.18,0.32,0.076,,5166.0,0.8,,0,185.0,,,,-0.415,,7.81,0.64,0,0,8.8,5.73,La Silla Observatory,2011,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_785_c/
458,458,OGLE-2016-BLG-1067L,b,OGLE-2016-BLG-1067L b,1,,1.7,,0.43,,,0.3,,0,,,,,,,,,0,0,3730.0,,OGLE,2019,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2016-blg-1067l_b/
459,459,HD 8326,b,HD 8326 b,1,158.991,0.5329999999999999,0.2,0.20955,,4914.0,0.8,,0,,,,,,,,,0,0,30.71,8.76,Las Campanas Observatory,2019,Ground,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,0,http://exoplanet.eu/catalog/hd_8326_b/
460,460,PSR J2322-2650,b,PSR J2322-2650 b,1,0.322964,0.0102,0.0017,0.7949,1.84,,1.4,,0,,,,,,,,,0,0,230.0,,Parkes Observatory,2017,Ground,64 m Parkes Radio Telescope,Parkes Radio Receiver,0,
461,461,MOA-2009-BLG-319L,b,MOA-2009-BLG-319L b,1,,2.4,,0.16,,,0.38,,0,,,,,,,,,0,0,6100.0,,MOA,2010,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-2009-blg-319l_b/
462,462,HD 33283,b,HD 33283 b,1,18.1991,0.1508,0.39899999999999997,0.32899999999999996,,5935.0,1.38,1.97,0,,,,,0.64,,3.63,,0,0,90.1,8.05,W. M. Keck Observatory,2006,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_33283_b/
463,463,HATS-65,b,HATS-65 b,1,3.105161,0.044969999999999996,0.062,0.821,0.3,6277.0,1.26,1.31,0,1634.0,16.825,0.1202,7.38,0.377,0.7879999999999999,1.78,,0,0,495.0,12.497,HATSouth,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-65_b/
464,464,TOI 172,b,TOI 172 b,1,9.47725,0.0914,0.3806,5.42,7.53,5645.0,1.13,1.78,0,1198.0,10.817,0.1964,11.09,0.461,0.28600000000000003,7.4,,0,0,336.47,,Transiting Exoplanet Survey Satellite (TESS),2019,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/toi_172/
465,465,HD 216770,b,HD 216770 b,1,118.45,0.46,0.37,0.57,,5399.0,0.74,0.93,0,,,,,,,,,0,0,36.7,8.094,La Silla Observatory,2003,Ground,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_216770_b/
466,466,HD 202772 A,b,HD 202772 A b,1,3.308958,0.052079999999999994,0.038,1.0170000000000001,0.34299999999999997,6272.0,1.72,2.59,0,2132.0,17.317999999999998,0.2346,4.33,0.971,0.14,1.7,,0,0,147.2,,Transiting Exoplanet Survey Satellite (TESS),2019,Space,0.1 m TESS Telescope,TESS CCD Array,0,http://exoplanet.eu/catalog/hd_202772_a_b/
467,467,PSR B1620-26,b,PSR B1620-26 b,1,,23.0,,2.5,,,1.35,,1,,,,,,,,,0,0,,,Hubble Space Telescope,2003,Space,2.4 m Hubble Space Telescope,WFPC2 Camera,0,http://exoplanet.eu/catalog/psr_b1620-26_(ab)_b/
468,468,MOA-2010-BLG-073L,b,MOA-2010-BLG-073L b,1,,1.21,,11.0,,,0.16,,0,,,,,,,,,0,0,2800.0,,MOA,2012,Ground,1.8 m MOA Telescope,MOA CCD Array,0,
469,469,HD 4208,b,HD 4208 b,1,832.97,1.662,0.042,0.81,,5717.0,0.88,0.85,0,,,,,,,3.813,,0,0,34.23,7.795,W. M. Keck Observatory,2001,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_4208_b/
470,470,OGLE-2007-BLG-349L A,c,OGLE-2007-BLG-349L AB c,1,2557.0,2.59,,0.25171,,,0.41,,1,,,,,,,,,0,0,2760.0,,OGLE,2016,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2007-blg-349l_(ab)_b/
471,471,HATS-13,b,HATS-13 b,1,3.0440499,0.04057,0.18100000000000002,0.5429999999999999,0.377,5523.0,0.96,0.89,0,1244.0,13.585,0.10977999999999999,9.82,,1.93,2.5,,0,0,476.0,13.887,HATSouth,2015,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-13_b/
472,472,HATS-50,b,HATS-50 b,1,3.8297015,0.050460000000000005,0.516,0.39,0.33,5990.0,1.17,1.12,0,,12.665999999999999,0.1283,9.72,0.14300000000000002,1.19,1.2,,0,0,717.0,14.033,HATSouth,2017,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-50_b/
473,473,WASP-61,b,WASP-61 b,1,3.8559,,0.0,2.68,,6250.0,1.82,1.55,0,,15.805,,8.15,,0.69,,,0,0,495.63,12.5,SuperWASP,2012,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-61_b/
474,474,KMT-2016-BLG-1107L,b,KMT-2016-BLG-1107L b,1,,0.342,,3.283,,,0.09,,0,,,,,,,,,0,0,6651.0,,KMTNet,2019,Ground,1.6 m wide-field telescope,18k Mosaic CCD camera,0,http://exoplanet.eu/catalog/kmt-2016-blg-1107_b/
475,475,HD 207832,c,HD 207832 c,2,1155.7,2.112,0.27,0.73,,5726.0,1.05,0.89,0,,,,,-0.11,,1.36,,0,0,59.03,8.78,W. M. Keck Observatory,2012,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_207832_c/
476,476,HD 207832,b,HD 207832 b,2,160.07,0.586,0.19699999999999998,0.56,,5726.0,1.05,0.89,0,,,,,-0.11,,1.36,,0,0,59.03,8.78,W. M. Keck Observatory,2012,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_207832_b/
477,477,HD 128356,b,HD 128356 b,1,298.2,0.87,0.57,0.89,,4875.0,0.65,0.85,0,,,,,-0.444,,10.0,,0,0,26.03,8.29,Multiple Observatories,2016,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_128356_b/
478,478,HATS-8,b,HATS-8 b,1,3.583893,0.046669999999999996,0.376,0.138,0.259,5679.0,1.06,1.09,0,1324.0,9.785,0.1263,9.21,,1.15,5.1,,0,0,829.0,14.03,HATSouth,2015,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-8_b/
479,479,UZ For,c,UZ For c,2,1916.25,2.8,0.05,7.7,,,0.7,,1,,,,,,,,,0,0,239.6,,Multiple Observatories,2011,Ground,Multiple Telescopes,Multiple Instruments,0,
480,480,UZ For,b,UZ For b,2,5840.0,5.9,0.04,6.3,,,0.7,,1,,,,,,,,,0,0,239.6,,Multiple Observatories,2011,Ground,Multiple Telescopes,Multiple Instruments,0,
481,481,HATS-14,b,HATS-14 b,1,2.7667641,0.03815,0.142,1.071,1.1909999999999998,5346.0,0.97,0.93,0,1276.0,11.645999999999999,0.11009000000000001,8.8,,1.682,4.9,,0,0,513.0,13.79,HATSouth,2015,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-14_b/
482,482,K2-129,b,K2-129 b,1,8.239493,0.057,0.13,,,3459.09,0.36,0.36,0,,1.04,,34.37,,,,,0,1,27.82,13.63,K2,2017,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
483,483,HD 77338,b,HD 77338 b,1,5.7361,0.06,0.09,0.06,,5341.0,1.37,0.97,0,,,,,,,,,0,0,46.0,8.591000000000001,La Silla Observatory,2012,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_77338_b/
484,484,ROXs 12,b,ROXs 12 b,1,,210.0,,16.0,,3850.0,0.87,,0,,,,,,,0.008,,0,0,120.0,15.595,W. M. Keck Observatory,2013,Ground,10 m Keck II Telescope,NIRC2 Camera,0,http://exoplanet.eu/catalog/roxs_12_b/
485,485,HATS-61,b,HATS-61 b,1,7.817953,0.07908,0.092,3.4,2.47,5542.0,1.08,1.66,0,1226.0,13.395,0.2304,10.23,0.369,0.33,8.9,,0,0,694.0,13.232999999999999,HATSouth,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-61_b/
486,486,MOA-2010-BLG-117L,b,MOA-2010-BLG-117L b,1,,2.9,,0.54,,,0.58,,0,,,,,,,,,0,0,3500.0,,MOA,2018,Ground,1.8 m MOA Telescope,MOA CCD Array,0,http://exoplanet.eu/catalog/moa-2010-blg-117_b/
487,487,HD 134987,c,HD 134987 c,2,5000.0,5.8,0.12,0.82,,5736.0,1.1,1.22,0,,,,,,,,,0,0,26.2,6.45,Multiple Observatories,2009,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_134987_c/
488,488,HD 134987,b,HD 134987 b,2,258.17999,0.81,0.23,1.61,,5736.0,1.1,1.22,0,,,,,,,,,0,0,26.2,6.45,W. M. Keck Observatory,1999,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_134987_b/
489,489,GJ 3293,d,GJ 3293 d,4,48.1345,0.19394,0.12,0.02391,,3466.0,0.42,0.4,0,,,,,-1.6580000000000001,,,,0,0,20.2,11.962,La Silla Observatory,2017,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_3293_d/
490,490,GJ 3293,e,GJ 3293 e,4,13.2543,0.08208,0.21,0.010320000000000001,,3466.0,0.42,0.4,0,,,,,-1.6580000000000001,,,,0,0,20.2,11.962,La Silla Observatory,2017,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_3293_e/
491,491,GJ 3293,b,GJ 3293 b,4,30.5987,0.14339000000000002,0.06,0.07406,,3466.0,0.42,0.4,0,,,,,-1.6580000000000001,,,,0,0,20.2,11.962,La Silla Observatory,2015,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_3293_b/
492,492,GJ 3293,c,GJ 3293 c,4,122.6196,0.36175,0.11,0.06636,,3466.0,0.42,0.4,0,,,,,-1.6580000000000001,,,,0,0,20.2,11.962,La Silla Observatory,2015,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/gj_3293_d/
493,493,KMT-2017-BLG-1038L,b,KMT-2017-BLG-1038L b,1,,1.8,,2.0,,,0.37,,0,,,,,,,,,0,0,6000.0,,KMTNet,2019,Ground,1.6 m wide-field telescope,18k Mosaic CCD camera,0,
494,494,K2-24,c,K2-24 c,2,42.3391,,0.07,0.04845,0.2,5625.0,1.07,1.16,0,,7.5,,,,,,,0,1,171.39,11.07,K2,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/k2-24_c/
495,495,K2-24,b,K2-24 b,2,20.889770000000002,,0.06,0.05977999999999999,0.64,5625.0,1.07,1.16,0,,5.4,,,,,,,0,1,171.39,11.07,K2,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/k2-24_b/
496,496,K2-52,b,K2-52 b,1,3.5350550000000003,0.054000000000000006,,,,7147.0,1.69,2.19,0,2004.0,18.0,0.222,5.2,,0.22,,,0,1,1041.7,15.037,K2,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
497,497,KMT-2016-BLG-1397L,b,KMT-2016-BLG-1397L b,1,,5.1,,7.0,,,0.45,,0,,,,,,,,,0,0,6600.0,,KMTNet,2018,Ground,1.6 m wide-field telescope,18k Mosaic CCD camera,0,http://exoplanet.eu/catalog/kmt-2016-blg-1397_b/
498,498,K2-37,c,K2-37 c,3,6.4290400000000005,0.0654,,,,5413.0,0.9,0.85,0,861.0,2.75,0.13029169999999998,13.5,,,,,0,1,180.86,12.52,K2,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
499,499,K2-37,b,K2-37 b,3,4.44117,0.0511,,,,5413.0,0.9,0.85,0,974.0,1.61,0.11275,11.4,,,,,0,1,180.86,12.52,K2,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
500,500,K2-37,d,K2-37 d,3,14.09189,0.1103,,,,5413.0,0.9,0.85,0,663.0,2.73,0.123625,26.2,,,,,0,1,180.86,12.52,K2,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
501,501,HD 13167,b,HD 13167 b,1,2613.0,4.1,0.563,3.31,,5671.0,1.35,2.39,0,,,,,,,,,0,0,149.57,8.34,W. M. Keck Observatory,2018,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_13167_b/
502,502,SR 12 AB,c,SR 12 AB c,1,,,,13.0,,,,,1,,,,,,,,,0,0,112.32,13.265,Infrared Survey Facility,2010,Ground,1.4 m IRSF Telescope,SIRIUS Camera,0,http://exoplanet.eu/catalog/sr_12_(ab)_c/
503,503,2MASS J01225093-2439505,b,2MASS J01225093-2439505 b,1,,52.0,,24.5,,3530.0,0.4,,0,,,,,-1.72,,0.12,,0,0,36.0,14.24,W. M. Keck Observatory,2013,Ground,10 m Keck II Telescope,NIRC2 Camera,0,http://exoplanet.eu/catalog/2m_0122-24_b/
504,504,ROXs 42 B,b,ROXs 42 B b,1,,157.0,,9.0,,,1.0,,0,1975.0,,,,,,0.003,,0,0,135.0,,Multiple Observatories,2013,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/roxs_42b_b/
505,505,OGLE-2017-BLG-1140L,b,OGLE-2017-BLG-1140L b,1,,1.02,,1.59,,,0.21,,0,,,,,,,,,0,0,,,OGLE,2018,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2017-blg-1140l_b/
506,506,HATS-3,b,HATS-3 b,1,3.547851,0.0485,0.0,1.071,0.51,6351.0,1.21,1.4,0,1648.0,15.48,0.1494,7.42,0.456,,3.2,,0,0,453.0,12.44,HATSouth,2013,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-3_b/
507,507,HATS-31,b,HATS-31 b,1,3.37796,0.0478,0.233,0.88,0.243,6050.0,1.27,1.87,0,1823.0,18.383,0.1914,5.49,0.619,0.275,4.3,,0,0,872.0,13.105,HATSouth,2016,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-31_b/
508,508,HD 30856,b,HD 30856 b,1,847.0,1.85,0.061,1.547,,4895.0,1.17,4.4,0,,,,,,,,,0,0,131.7,7.91,W. M. Keck Observatory,2011,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_30856_b/
509,509,HATS-62,b,HATS-62 b,1,3.2768837,0.04163,0.298,0.179,0.076,5416.0,0.9,0.93,0,1237.0,11.825,0.11522,9.59,-0.17300000000000001,1.556,9.55,,0,0,516.8,14.015,HATSouth,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-62_b/
510,510,OGLE-2012-BLG-0358L,b,OGLE-2012-BLG-0358L b,1,,0.87,,1.85,,,0.02,,0,,,,,,,,,0,0,1760.0,,OGLE,2013,Ground,1.3 m Warsaw University Telescope,OGLE CCD Array,0,http://exoplanet.eu/catalog/ogle-2012-blg-0358l_b/
511,511,HD 179949,b,HD 179949 b,1,3.092514,0.0443,0.022000000000000002,0.9159999999999999,,6168.0,1.21,,0,,,,,,,,,0,0,27.48,6.25,Anglo-Australian Telescope,2000,Ground,3.9 m Anglo-Australian Telescope,UCLES Spectrograph,0,http://exoplanet.eu/catalog/hd_179949_b/
512,512,HD 4732,c,HD 4732 c,2,2732.0,4.6,0.23,2.37,,4959.0,1.74,5.4,0,,,,,1.19,,,,0,0,54.87,5.89,Multiple Observatories,2012,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_4732_c/
513,513,HD 4732,b,HD 4732 b,2,360.2,1.19,0.13,2.37,,4959.0,1.74,5.4,0,,,,,1.19,,,,0,0,54.87,5.89,Multiple Observatories,2012,Ground,Multiple Telescopes,Multiple Instruments,0,http://exoplanet.eu/catalog/hd_4732_b/
514,514,HD 86226,b,HD 86226 b,1,1695.0,2.84,0.15,0.92,,5903.0,1.06,1.02,0,,,,,0.025,,1.5,,0,0,45.74,7.932,Las Campanas Observatory,2009,Ground,6.5 m Magellan II Clay Telescope,MIKE Spectrograph,0,http://exoplanet.eu/catalog/hd_86226_b/
515,515,Oph 11,b,Oph 11 b,1,7300000.0,243.0,,14.0,,2375.0,0.02,,0,2175.0,,,,-2.77,,5.0,,0,0,125.0,,Gemini Observatory,2006,Ground,8.19 m Gemini North Telescope,NIRI Camera,0,http://exoplanet.eu/catalog/11_oph_b/
516,516,HD 98219,b,HD 98219 b,1,433.8,1.26,0.079,1.964,,4925.0,1.41,4.6,0,,,,,,,,,0,0,114.07,8.05,W. M. Keck Observatory,2011,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_98219_b/
517,517,WASP-142,b,WASP-142 b,1,2.052868,0.0347,0.0,0.84,0.31,6010.0,1.33,1.64,0,2000.0,17.15,0.1117,,,0.42,2.0,,0,0,840.0,12.3,SuperWASP-South,2016,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-142_b/
518,518,WASP-20,b,WASP-20 b,1,4.899628400000001,0.06,0.0,0.311,0.132,5940.0,1.2,1.39,0,1379.0,16.387999999999998,0.1418,9.28,,0.63,7.0,,0,0,210.0,10.68,SuperWASP,2015,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-20_b/
519,519,HD 103949,b,HD 103949 b,1,120.87799999999999,0.439,0.19,0.03524,,4792.0,0.77,,0,,,,,,,,,0,0,26.52,8.69,Las Campanas Observatory,2019,Ground,6.5 m Magellan II Clay Telescope,Carnegie Planet Finder Spectrograph,0,http://exoplanet.eu/catalog/hd_103949_b/
520,520,WASP-34,b,WASP-34 b,1,4.31768,,0.04,0.56,,5700.0,0.96,0.91,0,,11.209000000000001,,12.07,,1.78,,,0,0,132.59,10.4,SuperWASP,2010,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-34_b/
521,521,WASP-22,b,WASP-22 b,1,3.53269,,0.02,0.67,,6000.0,1.46,1.24,0,,13.787,,8.94,,1.08,,,0,0,320.5,12.0,SuperWASP,2010,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-22_b/
522,522,HATS-25,b,HATS-25 b,1,4.2986432,0.051629999999999995,0.17600000000000002,0.613,0.38,5715.0,0.99,1.11,0,1277.0,14.123,0.1335,10.03,0.068,1.03,7.5,,0,0,466.0,13.097000000000001,HATSouth,2016,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-25_b/
523,523,HIP 79098 AB,b,HIP 79098 AB b,1,,345.0,,20.5,,,3.75,,1,2450.0,,,,,,0.01,,0,0,146.3,5.86,Paranal Observatory,2019,Ground,8.2 m ESO VLT UT3 Melipal Telescope,SPHERE,0,http://exoplanet.eu/catalog/hip_79098_(ab)_b/
524,524,HD 181342,b,HD 181342 b,1,564.1,1.5919999999999999,0.022000000000000002,2.54,,4945.0,1.69,4.71,0,,,,,,,,,0,0,120.81,7.55,W. M. Keck Observatory,2009,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_181342_b/
525,525,HD 180902,b,HD 180902 b,1,510.9,1.4,0.107,1.685,,4961.0,1.41,4.16,0,,,,,,,,,0,0,104.89,7.78,W. M. Keck Observatory,2009,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/hd_180902_b/
526,526,K2-31,b,K2-31 b,1,1.25785,0.022000000000000002,0.0,1.774,,5280.0,0.91,0.78,0,,11.882,0.0409,6.05,,,,,0,1,110.87,10.775,K2,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
527,527,WASP-101,b,WASP-101 b,1,3.58572,,0.0,0.51,,6380.0,1.41,1.31,0,,16.029,,8.45,,0.89,,,0,0,202.39,,SuperWASP,2014,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-101_b/
528,528,GJ 317,c,GJ 317 c,2,5312.0,,0.308,1.54,,3510.0,0.42,,0,,,,,,,5.0,,0,0,15.1,11.97,W. M. Keck Observatory,2018,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/gj_317_c/
529,529,GJ 317,b,GJ 317 b,2,692.0,1.15,0.11,2.5,,3510.0,0.42,,0,,,,,,,5.0,,0,0,15.1,11.97,W. M. Keck Observatory,2007,Ground,10 m Keck I Telescope,HIRES Spectrometer,0,http://exoplanet.eu/catalog/gj_317_b/
530,530,HATS-1,b,HATS-1 b,1,3.4464589999999995,0.0444,0.12,1.855,1.03,5870.0,0.99,1.04,0,1359.0,14.594000000000001,0.1007,9.2,0.040999999999999995,,,,0,0,303.0,12.052999999999999,HATSouth,2012,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-1_b/
531,531,HD 31527,c,HD 31527 c,3,51.2053,0.2663,0.04,0.0445,,5898.0,0.96,,0,,,,,0.079,,,,0,0,38.57,7.49,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_31527_c/
532,532,HD 31527,b,HD 31527 b,3,16.5535,0.1254,0.1,0.0329,,5898.0,0.96,,0,,,,,0.079,,,,0,0,38.57,7.49,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_31527_b/
533,533,HD 31527,d,HD 31527 d,3,271.6737,0.8098,0.24,0.0372,,5898.0,0.96,,0,,,,,0.079,,,,0,0,38.57,7.49,La Silla Observatory,2019,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hd_31527_d/
534,534,HD 98649,b,HD 98649 b,1,6022.9725,6.57,0.86,6.79,,5790.0,1.03,1.01,0,,,,,,,2.42,,0,0,42.22,8.0,La Silla Observatory,2012,Ground,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,http://exoplanet.eu/catalog/hd_98649_b/
535,535,HATS-36,b,HATS-36 b,1,4.175186,0.0523,,,,5950.0,1.1,1.1,0,1203.0,12.92,,10.32,,1.19,,,0,1,878.65,14.386,HATSouth,2018,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-36_b/
536,536,K2-38,c,K2-38 c,2,10.56103,0.0964,,0.03115,3.6,5757.0,2.24,1.38,0,858.0,2.42,0.10554169999999999,26.2,,1.21,,,0,1,193.71,11.39,K2,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
537,537,K2-38,b,K2-38 b,2,4.01593,,,0.06,,5757.0,2.24,1.38,0,,1.906,,10.1,,1.21,,,0,1,193.71,11.39,K2,2016,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
538,538,K2-201,b,K2-201 b,2,1.05979,,,,,5507.0,0.96,0.88,0,,1.4,,4.652897,,,,,0,1,199.05,12.809000000000001,K2,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
539,539,K2-201,c,K2-201 c,2,22.779878,,,,,5507.0,0.96,0.88,0,,3.286,,40.683505,,,,,0,1,199.05,12.809000000000001,K2,2018,Space,0.95 m Kepler Telescope,Kepler CCD Array,0,
540,540,HIP 12961,b,HIP 12961 b,1,57.435,0.25,0.17,0.36,,3901.0,0.69,0.65,0,,,,,,,,,0,0,23.39,10.24,La Silla Observatory,2010,Ground,3.6 m ESO Telescope,HARPS Spectrograph,0,http://exoplanet.eu/catalog/hip_12961_b/
541,541,WASP-6,b,WASP-6 b,1,3.36101,,0.05,0.37,,5450.0,0.55,0.73,0,,11.545,,10.62,,2.01,,,0,0,198.23,11.9,SuperWASP,2009,Ground,Canon 200mm f/1.8L,iKon-L CCD Camera,0,http://exoplanet.eu/catalog/wasp-6_b/
542,542,HATS-2,b,HATS-2 b,1,1.354133,0.023,0.0,1.345,1.05,5227.0,0.88,0.9,0,1577.0,13.092,0.0862,5.5,-0.268,,9.7,,0,0,360.0,13.562000000000001,HATSouth,2013,Ground,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,http://exoplanet.eu/catalog/hats-2_b/
